data,casi,casi_media7gg
2020-02-20,-9999,
2020-02-21,-9999,
2020-02-22,-9999,
2020-02-23,-9999,0.8571428571428571
2020-02-24,-9999,0.8571428571428571
2020-02-25,-9999,1.2857142857142858
2020-02-26,-9999,1.5714285714285714
2020-02-27,-9999,1.5714285714285714
2020-02-28,-9999,1.7142857142857142
2020-02-29,-9999,2.2857142857142856
2020-03-01,-9999,3.142857142857143
2020-03-02,-9999,5.142857142857143
2020-03-03,-9999,5.0
2020-03-04,-9999,8.142857142857142
2020-03-05,-9999,14.285714285714286
2020-03-06,-9999,17.857142857142858
2020-03-07,-9999,19.285714285714285
2020-03-08,-9999,28.857142857142858
2020-03-09,-9999,35.57142857142857
2020-03-10,-9999,51.142857142857146
2020-03-11,-9999,72.57142857142857
2020-03-12,-9999,81.71428571428571
2020-03-13,-9999,105.85714285714286
2020-03-14,-9999,144.85714285714286
2020-03-15,-9999,170.0
2020-03-16,-9999,185.71428571428572
2020-03-17,-9999,194.57142857142858
2020-03-18,-9999,203.57142857142858
2020-03-19,-9999,230.71428571428572
2020-03-20,-9999,243.28571428571428
2020-03-21,-9999,238.14285714285714
2020-03-22,-9999,253.85714285714286
2020-03-23,-9999,254.71428571428572
2020-03-24,-9999,281.2857142857143
2020-03-25,-9999,285.57142857142856
2020-03-26,-9999,275.42857142857144
2020-03-27,-9999,263.7142857142857
2020-03-28,-9999,273.85714285714283
2020-03-29,-9999,259.7142857142857
2020-03-30,-9999,276.14285714285717
2020-03-31,-9999,268.85714285714283
2020-04-01,-9999,275.57142857142856
2020-04-02,-9999,269.85714285714283
2020-04-03,-9999,266.7142857142857
2020-04-04,-9999,239.42857142857142
2020-04-05,-9999,257.57142857142856
2020-04-06,-9999,258.42857142857144
2020-04-07,-9999,278.7142857142857
2020-04-08,-9999,287.14285714285717
2020-04-09,-9999,293.42857142857144
2020-04-10,-9999,291.0
2020-04-11,-9999,305.85714285714283
2020-04-12,-9999,298.7142857142857
2020-04-13,-9999,331.7142857142857
2020-04-14,-9999,308.14285714285717
2020-04-15,-9999,308.85714285714283
2020-04-16,-9999,293.85714285714283
2020-04-17,-9999,321.14285714285717
2020-04-18,-9999,338.85714285714283
2020-04-19,-9999,338.2857142857143
2020-04-20,-9999,312.57142857142856
2020-04-21,-9999,311.42857142857144
2020-04-22,-9999,291.2857142857143
2020-04-23,-9999,293.57142857142856
2020-04-24,-9999,264.14285714285717
2020-04-25,-9999,267.0
2020-04-26,-9999,260.14285714285717
2020-04-27,-9999,245.71428571428572
2020-04-28,-9999,235.0
2020-04-29,-9999,233.42857142857142
2020-04-30,-9999,225.28571428571428
2020-05-01,-9999,216.85714285714286
2020-05-02,-9999,171.0
2020-05-03,-9999,146.0
2020-05-04,-9999,126.85714285714286
2020-05-05,-9999,116.42857142857143
2020-05-06,-9999,97.85714285714286
2020-05-07,-9999,90.0
2020-05-08,-9999,83.42857142857143
2020-05-09,-9999,84.71428571428571
2020-05-10,-9999,80.85714285714286
2020-05-11,-9999,78.0
2020-05-12,-9999,69.85714285714286
2020-05-13,-9999,61.285714285714285
2020-05-14,-9999,62.0
2020-05-15,-9999,67.28571428571429
2020-05-16,-9999,67.71428571428571
2020-05-17,-9999,62.285714285714285
2020-05-18,-9999,55.42857142857143
2020-05-19,-9999,51.0
2020-05-20,-9999,49.857142857142854
2020-05-21,-9999,46.0
2020-05-22,-9999,38.57142857142857
2020-05-23,-9999,34.42857142857143
2020-05-24,-9999,30.714285714285715
2020-05-25,-9999,30.0
2020-05-26,-9999,27.428571428571427
2020-05-27,-9999,26.142857142857142
2020-05-28,-9999,27.0
2020-05-29,-9999,26.857142857142858
2020-05-30,-9999,21.142857142857142
2020-05-31,-9999,19.857142857142858
2020-06-01,-9999,14.571428571428571
2020-06-02,-9999,13.714285714285714
2020-06-03,-9999,12.0
2020-06-04,-9999,10.571428571428571
2020-06-05,-9999,7.571428571428571
2020-06-06,-9999,8.428571428571429
2020-06-07,-9999,10.857142857142858
2020-06-08,-9999,12.714285714285714
2020-06-09,-9999,11.428571428571429
2020-06-10,-9999,12.571428571428571
2020-06-11,-9999,12.0
2020-06-12,-9999,12.571428571428571
2020-06-13,-9999,13.714285714285714
2020-06-14,-9999,10.857142857142858
2020-06-15,-9999,9.142857142857142
2020-06-16,-9999,9.428571428571429
2020-06-17,-9999,8.285714285714286
2020-06-18,-9999,8.714285714285714
2020-06-19,-9999,7.571428571428571
2020-06-20,-9999,6.571428571428571
2020-06-21,-9999,6.285714285714286
2020-06-22,-9999,6.142857142857143
2020-06-23,-9999,5.571428571428571
2020-06-24,-9999,5.142857142857143
2020-06-25,-9999,4.857142857142857
2020-06-26,-9999,5.428571428571429
2020-06-27,-9999,4.857142857142857
2020-06-28,-9999,5.285714285714286
2020-06-29,-9999,5.428571428571429
2020-06-30,-9999,5.142857142857143
2020-07-01,-9999,5.142857142857143
2020-07-02,-9999,5.0
2020-07-03,-9999,4.714285714285714
2020-07-04,-9999,5.142857142857143
2020-07-05,-9999,4.571428571428571
2020-07-06,-9999,4.142857142857143
2020-07-07,-9999,3.857142857142857
2020-07-08,-9999,4.0
2020-07-09,-9999,4.714285714285714
2020-07-10,-9999,5.142857142857143
2020-07-11,-9999,4.428571428571429
2020-07-12,-9999,3.857142857142857
2020-07-13,-9999,5.285714285714286
2020-07-14,-9999,5.285714285714286
2020-07-15,-9999,4.857142857142857
2020-07-16,-9999,4.285714285714286
2020-07-17,-9999,3.7142857142857144
2020-07-18,-9999,3.7142857142857144
2020-07-19,-9999,4.142857142857143
2020-07-20,-9999,2.857142857142857
2020-07-21,-9999,3.7142857142857144
2020-07-22,-9999,3.7142857142857144
2020-07-23,-9999,4.428571428571429
2020-07-24,-9999,4.857142857142857
2020-07-25,-9999,5.285714285714286
2020-07-26,-9999,5.285714285714286
2020-07-27,-9999,6.714285714285714
2020-07-28,-9999,6.0
2020-07-29,-9999,6.285714285714286
2020-07-30,-9999,5.714285714285714
2020-07-31,-9999,5.142857142857143
2020-08-01,-9999,5.0
2020-08-02,-9999,5.714285714285714
2020-08-03,-9999,4.857142857142857
2020-08-04,-9999,5.714285714285714
2020-08-05,-9999,5.714285714285714
2020-08-06,-9999,5.714285714285714
2020-08-07,-9999,8.285714285714286
2020-08-08,-9999,9.142857142857142
2020-08-09,-9999,8.571428571428571
2020-08-10,-9999,9.142857142857142
2020-08-11,-9999,10.571428571428571
2020-08-12,-9999,10.857142857142858
2020-08-13,-9999,11.428571428571429
2020-08-14,-9999,9.714285714285714
2020-08-15,-9999,11.285714285714286
2020-08-16,-9999,15.0
2020-08-17,-9999,15.857142857142858
2020-08-18,-9999,16.571428571428573
2020-08-19,-9999,19.142857142857142
2020-08-20,-9999,20.0
2020-08-21,-9999,23.571428571428573
2020-08-22,-9999,23.857142857142858
2020-08-23,-9999,23.142857142857142
2020-08-24,-9999,29.285714285714285
2020-08-25,-9999,30.571428571428573
2020-08-26,-9999,29.714285714285715
2020-08-27,-9999,31.142857142857142
2020-08-28,-9999,29.142857142857142
2020-08-29,-9999,31.428571428571427
2020-08-30,-9999,33.285714285714285
2020-08-31,-9999,29.142857142857142
2020-09-01,-9999,27.857142857142858
2020-09-02,-9999,28.571428571428573
2020-09-03,-9999,28.142857142857142
2020-09-04,-9999,29.571428571428573
2020-09-05,-9999,30.428571428571427
2020-09-06,-9999,31.142857142857142
2020-09-07,-9999,32.285714285714285
2020-09-08,-9999,37.0
2020-09-09,-9999,38.714285714285715
2020-09-10,-9999,39.42857142857143
2020-09-11,-9999,39.714285714285715
2020-09-12,-9999,43.142857142857146
2020-09-13,-9999,43.42857142857143
2020-09-14,-9999,46.285714285714285
2020-09-15,-9999,47.42857142857143
2020-09-16,-9999,51.42857142857143
2020-09-17,-9999,52.0
2020-09-18,-9999,55.57142857142857
2020-09-19,-9999,53.285714285714285
2020-09-20,-9999,56.714285714285715
2020-09-21,-9999,59.285714285714285
2020-09-22,-9999,57.0
2020-09-23,-9999,55.57142857142857
2020-09-24,-9999,58.857142857142854
2020-09-25,-9999,57.0
2020-09-26,-9999,58.714285714285715
2020-09-27,-9999,63.57142857142857
2020-09-28,-9999,67.42857142857143
2020-09-29,-9999,81.0
2020-09-30,-9999,87.14285714285714
2020-10-01,-9999,90.42857142857143
2020-10-02,-9999,98.42857142857143
2020-10-03,-9999,111.42857142857143
2020-10-04,-9999,126.71428571428571
2020-10-05,-9999,141.57142857142858
2020-10-06,-9999,159.57142857142858
2020-10-07,-9999,189.14285714285714
2020-10-08,-9999,203.71428571428572
2020-10-09,-9999,254.42857142857142
2020-10-10,-9999,283.2857142857143
2020-10-11,-9999,332.57142857142856
2020-10-12,-9999,380.57142857142856
2020-10-13,-9999,426.85714285714283
2020-10-14,-9999,494.7142857142857
2020-10-15,-9999,537.0
2020-10-16,-9999,589.8571428571429
2020-10-17,-9999,658.5714285714286
2020-10-18,-9999,722.5714285714286
2020-10-19,-9999,839.8571428571429
2020-10-20,-9999,928.8571428571429
2020-10-21,-9999,995.5714285714286
2020-10-22,-9999,1019.8571428571429
2020-10-23,-9999,1067.7142857142858
2020-10-24,-9999,1196.142857142857
2020-10-25,-9999,1323.4285714285713
2020-10-26,-9999,1347.2857142857142
2020-10-27,-9999,1463.857142857143
2020-10-28,-9999,1525.857142857143
2020-10-29,-9999,1617.142857142857
2020-10-30,-9999,1731.142857142857
2020-10-31,-9999,1777.2857142857142
2020-11-01,-9999,1906.2857142857142
2020-11-02,-9999,2023.2857142857142
2020-11-03,-9999,2153.5714285714284
2020-11-04,-9999,2224.714285714286
2020-11-05,-9999,2234.4285714285716
2020-11-06,-9999,2263.0
2020-11-07,-9999,2285.0
2020-11-08,-9999,2206.0
2020-11-09,-9999,2142.1428571428573
2020-11-10,-9999,2104.8571428571427
2020-11-11,-9999,2084.8571428571427
2020-11-12,-9999,2034.857142857143
2020-11-13,-9999,1978.0
2020-11-14,-9999,1949.857142857143
2020-11-15,-9999,1901.2857142857142
2020-11-16,-9999,1897.7142857142858
2020-11-17,-9999,1728.2857142857142
2020-11-18,-9999,1606.7142857142858
2020-11-19,-9999,1569.4285714285713
2020-11-20,-9999,1470.4285714285713
2020-11-21,-9999,1360.4285714285713
2020-11-22,-9999,1236.5714285714287
2020-11-23,-9999,1139.7142857142858
2020-11-24,-9999,1103.857142857143
2020-11-25,-9999,1057.2857142857142
2020-11-26,-9999,1005.7142857142857
2020-11-27,-9999,972.7142857142857
2020-11-28,-9999,913.5714285714286
2020-11-29,-9999,908.4285714285714
2020-11-30,-9999,859.7142857142857
2020-12-01,-9999,812.7142857142857
2020-12-02,-9999,764.0
2020-12-03,-9999,770.0
2020-12-04,-9999,710.8571428571429
2020-12-05,-9999,639.4285714285714
2020-12-06,-9999,568.5714285714286
2020-12-07,-9999,530.8571428571429
2020-12-08,-9999,501.2857142857143
2020-12-09,-9999,491.0
2020-12-10,-9999,469.7142857142857
2020-12-11,-9999,452.7142857142857
2020-12-12,-9999,478.2857142857143
2020-12-13,-9999,481.0
2020-12-14,-9999,467.42857142857144
2020-12-15,-9999,439.14285714285717
2020-12-16,-9999,425.42857142857144
2020-12-17,-9999,426.42857142857144
2020-12-18,-9999,415.57142857142856
2020-12-19,-9999,409.85714285714283
2020-12-20,-9999,409.42857142857144
2020-12-21,-9999,410.14285714285717
2020-12-22,-9999,364.14285714285717
2020-12-23,-9999,356.85714285714283
2020-12-24,-9999,331.0
2020-12-25,-9999,337.14285714285717
2020-12-26,-9999,344.0
2020-12-27,-9999,369.7142857142857
2020-12-28,-9999,376.85714285714283
2020-12-29,-9999,385.85714285714283
2020-12-30,-9999,372.14285714285717
2020-12-31,-9999,397.7142857142857
2021-01-01,-9999,423.2857142857143
2021-01-02,-9999,433.7142857142857
2021-01-03,-9999,397.85714285714283
2021-01-04,-9999,379.42857142857144
2021-01-05,-9999,427.85714285714283
2021-01-06,-9999,460.7142857142857
2021-01-07,-9999,467.42857142857144
2021-01-08,-9999,446.2857142857143
2021-01-09,-9999,430.42857142857144
2021-01-10,-9999,449.7142857142857
2021-01-11,-9999,457.2857142857143
2021-01-12,-9999,433.42857142857144
2021-01-13,-9999,411.85714285714283
2021-01-14,-9999,393.14285714285717
2021-01-15,-9999,393.57142857142856
2021-01-16,-9999,396.2857142857143
2021-01-17,-9999,385.42857142857144
2021-01-18,-9999,373.14285714285717
2021-01-19,-9999,380.42857142857144
2021-01-20,-9999,386.57142857142856
2021-01-21,-9999,388.85714285714283
2021-01-22,-9999,385.85714285714283
2021-01-23,-9999,391.57142857142856
2021-01-24,-9999,389.2857142857143
2021-01-25,-9999,421.85714285714283
2021-01-26,-9999,407.2857142857143
2021-01-27,-9999,404.85714285714283
2021-01-28,-9999,417.85714285714283
2021-01-29,-9999,430.0
2021-01-30,-9999,422.57142857142856
2021-01-31,-9999,419.14285714285717
2021-02-01,-9999,400.57142857142856
2021-02-02,-9999,420.42857142857144
2021-02-03,-9999,451.42857142857144
2021-02-04,-9999,437.14285714285717
2021-02-05,-9999,422.2857142857143
2021-02-06,-9999,438.0
2021-02-07,-9999,446.42857142857144
2021-02-08,-9999,449.7142857142857
2021-02-09,-9999,446.7142857142857
2021-02-10,-9999,440.2857142857143
2021-02-11,-9999,448.85714285714283
2021-02-12,-9999,453.85714285714283
2021-02-13,-9999,447.0
2021-02-14,-9999,441.85714285714283
2021-02-15,-9999,458.0
2021-02-16,-9999,472.42857142857144
2021-02-17,-9999,480.2857142857143
2021-02-18,-9999,486.14285714285717
2021-02-19,-9999,514.2857142857143
2021-02-20,-9999,549.5714285714286
2021-02-21,-9999,597.8571428571429
2021-02-22,-9999,639.2857142857143
2021-02-23,-9999,676.4285714285714
2021-02-24,-9999,686.7142857142857
2021-02-25,-9999,701.2857142857143
2021-02-26,-9999,788.0
2021-02-27,-9999,811.1428571428571
2021-02-28,-9999,847.7142857142857
2021-03-01,-9999,880.2857142857143
2021-03-02,-9999,955.4285714285714
2021-03-03,-9999,1039.4285714285713
2021-03-04,-9999,1070.142857142857
2021-03-05,-9999,1032.142857142857
2021-03-06,-9999,1077.142857142857
2021-03-07,-9999,1111.4285714285713
2021-03-08,-9999,1187.7142857142858
2021-03-09,-9999,1183.142857142857
2021-03-10,-9999,1178.857142857143
2021-03-11,-9999,1187.4285714285713
2021-03-12,-9999,1229.142857142857
2021-03-13,-9999,1228.2857142857142
2021-03-14,-9999,1228.2857142857142
2021-03-15,-9999,1213.857142857143
2021-03-16,-9999,1231.5714285714287
2021-03-17,-9999,1226.7142857142858
2021-03-18,-9999,1242.4285714285713
2021-03-19,-9999,1201.0
2021-03-20,-9999,1189.5714285714287
2021-03-21,-9999,1194.0
2021-03-22,-9999,1178.7142857142858
2021-03-23,-9999,1168.7142857142858
2021-03-24,-9999,1144.5714285714287
2021-03-25,-9999,1136.5714285714287
2021-03-26,-9999,1133.0
2021-03-27,-9999,1131.0
2021-03-28,-9999,1105.857142857143
2021-03-29,-9999,1107.857142857143
2021-03-30,-9999,1062.0
2021-03-31,-9999,1052.7142857142858
2021-04-01,-9999,1032.2857142857142
2021-04-02,-9999,973.5714285714286
2021-04-03,-9999,899.8571428571429
2021-04-04,-9999,867.4285714285714
2021-04-05,-9999,791.2857142857143
2021-04-06,-9999,748.4285714285714
2021-04-07,-9999,717.0
2021-04-08,-9999,684.7142857142857
2021-04-09,-9999,687.0
2021-04-10,-9999,695.7142857142857
2021-04-11,-9999,663.2857142857143
2021-04-12,-9999,637.5714285714286
2021-04-13,-9999,637.4285714285714
2021-04-14,-9999,614.8571428571429
2021-04-15,-9999,608.1428571428571
2021-04-16,-9999,597.4285714285714
2021-04-17,-9999,587.7142857142857
2021-04-18,-9999,576.1428571428571
2021-04-19,-9999,551.7142857142857
2021-04-20,-9999,518.7142857142857
2021-04-21,-9999,523.0
2021-04-22,-9999,522.5714285714286
2021-04-23,-9999,516.4285714285714
2021-04-24,-9999,511.42857142857144
2021-04-25,-9999,510.14285714285717
2021-04-26,-9999,510.42857142857144
2021-04-27,-9999,507.14285714285717
2021-04-28,-9999,489.14285714285717
2021-04-29,-9999,461.85714285714283
2021-04-30,-9999,459.42857142857144
2021-05-01,-9999,434.57142857142856
2021-05-02,-9999,418.14285714285717
2021-05-03,-9999,386.42857142857144
2021-05-04,-9999,372.42857142857144
2021-05-05,-9999,359.57142857142856
2021-05-06,-9999,364.7142857142857
2021-05-07,-9999,354.42857142857144
2021-05-08,-9999,352.0
2021-05-09,-9999,328.14285714285717
2021-05-10,-9999,320.2857142857143
2021-05-11,-9999,294.7142857142857
2021-05-12,-9999,288.57142857142856
2021-05-13,-9999,286.0
2021-05-14,-9999,272.42857142857144
2021-05-15,-9999,248.28571428571428
2021-05-16,-9999,233.14285714285714
2021-05-17,-9999,212.85714285714286
2021-05-18,-9999,207.0
2021-05-19,-9999,188.85714285714286
2021-05-20,-9999,177.57142857142858
2021-05-21,-9999,177.14285714285714
2021-05-22,-9999,163.14285714285714
2021-05-23,-9999,151.28571428571428
2021-05-24,-9999,143.0
2021-05-25,-9999,128.85714285714286
2021-05-26,-9999,122.28571428571429
2021-05-27,-9999,120.14285714285714
2021-05-28,-9999,116.42857142857143
2021-05-29,-9999,110.14285714285714
2021-05-30,-9999,95.57142857142857
2021-05-31,-9999,91.57142857142857
2021-06-01,-9999,95.0
2021-06-02,-9999,88.42857142857143
2021-06-03,-9999,88.71428571428571
2021-06-04,-9999,85.0
2021-06-05,-9999,79.0
2021-06-06,-9999,78.0
2021-06-07,-9999,73.85714285714286
2021-06-08,-9999,61.857142857142854
2021-06-09,-9999,58.0
2021-06-10,-9999,53.0
2021-06-11,-9999,51.42857142857143
2021-06-12,-9999,48.142857142857146
2021-06-13,-9999,45.142857142857146
2021-06-14,-9999,40.285714285714285
2021-06-15,-9999,36.857142857142854
2021-06-16,-9999,34.42857142857143
2021-06-17,-9999,34.142857142857146
2021-06-18,-9999,29.857142857142858
2021-06-19,-9999,24.571428571428573
2021-06-20,-9999,23.285714285714285
2021-06-21,-9999,21.0
2021-06-22,-9999,20.428571428571427
2021-06-23,-9999,18.142857142857142
2021-06-24,-9999,17.857142857142858
2021-06-25,-9999,17.142857142857142
2021-06-26,-9999,16.857142857142858
2021-06-27,-9999,15.285714285714286
2021-06-28,-9999,13.0
2021-06-29,-9999,14.285714285714286
2021-06-30,-9999,15.142857142857142
2021-07-01,-9999,15.714285714285714
2021-07-02,-9999,15.142857142857142
2021-07-03,-9999,15.571428571428571
2021-07-04,-9999,16.285714285714285
2021-07-05,-9999,17.285714285714285
2021-07-06,-9999,16.142857142857142
2021-07-07,-9999,17.285714285714285
2021-07-08,-9999,17.428571428571427
2021-07-09,-9999,19.142857142857142
2021-07-10,-9999,22.714285714285715
2021-07-11,-9999,24.428571428571427
2021-07-12,-9999,28.857142857142858
2021-07-13,-9999,31.0
2021-07-14,-9999,33.285714285714285
2021-07-15,-9999,33.285714285714285
2021-07-16,-9999,35.0
2021-07-17,-9999,38.142857142857146
2021-07-18,-9999,44.0
2021-07-19,-9999,47.42857142857143
2021-07-20,-9999,51.857142857142854
2021-07-21,-9999,53.0
2021-07-22,-9999,57.714285714285715
2021-07-23,-9999,60.714285714285715
2021-07-24,-9999,62.285714285714285
2021-07-25,-9999,61.42857142857143
2021-07-26,-9999,67.0
2021-07-27,-9999,71.14285714285714
2021-07-28,-9999,75.71428571428571
2021-07-29,-9999,74.42857142857143
2021-07-30,-9999,79.14285714285714
2021-07-31,-9999,85.0
2021-08-01,-9999,88.57142857142857
2021-08-02,-9999,91.0
2021-08-03,-9999,95.0
2021-08-04,-9999,93.85714285714286
2021-08-05,-9999,97.14285714285714
2021-08-06,-9999,96.71428571428571
2021-08-07,-9999,104.14285714285714
2021-08-08,-9999,105.0
2021-08-09,-9999,107.85714285714286
2021-08-10,-9999,112.57142857142857
2021-08-11,-9999,120.28571428571429
2021-08-12,-9999,116.71428571428571
2021-08-13,-9999,117.42857142857143
2021-08-14,-9999,110.42857142857143
2021-08-15,-9999,111.71428571428571
2021-08-16,-9999,108.14285714285714
2021-08-17,-9999,106.85714285714286
2021-08-18,-9999,105.85714285714286
2021-08-19,-9999,107.42857142857143
2021-08-20,-9999,109.0
2021-08-21,-9999,110.57142857142857
2021-08-22,-9999,115.14285714285714
2021-08-23,-9999,119.85714285714286
2021-08-24,-9999,117.14285714285714
2021-08-25,-9999,111.71428571428571
2021-08-26,-9999,111.42857142857143
2021-08-27,-9999,108.28571428571429
2021-08-28,-9999,107.28571428571429
2021-08-29,-9999,101.71428571428571
2021-08-30,-9999,103.71428571428571
2021-08-31,-9999,101.71428571428571
2021-09-01,-9999,99.57142857142857
2021-09-02,-9999,104.57142857142857
2021-09-03,-9999,105.42857142857143
2021-09-04,-9999,102.85714285714286
2021-09-05,-9999,109.57142857142857
2021-09-06,-9999,107.14285714285714
2021-09-07,-9999,105.0
2021-09-08,-9999,110.71428571428571
2021-09-09,-9999,105.28571428571429
2021-09-10,-9999,109.14285714285714
2021-09-11,-9999,113.85714285714286
2021-09-12,-9999,113.57142857142857
2021-09-13,-9999,115.85714285714286
2021-09-14,-9999,115.0
2021-09-15,-9999,113.28571428571429
2021-09-16,-9999,116.71428571428571
2021-09-17,-9999,116.57142857142857
2021-09-18,-9999,119.85714285714286
2021-09-19,-9999,114.71428571428571
2021-09-20,-9999,109.42857142857143
2021-09-21,-9999,113.71428571428571
2021-09-22,-9999,112.42857142857143
2021-09-23,-9999,109.71428571428571
2021-09-24,-9999,107.14285714285714
2021-09-25,-9999,100.85714285714286
2021-09-26,-9999,96.57142857142857
2021-09-27,-9999,91.14285714285714
2021-09-28,-9999,84.28571428571429
2021-09-29,-9999,84.28571428571429
2021-09-30,-9999,80.57142857142857
2021-10-01,-9999,74.85714285714286
2021-10-02,-9999,73.57142857142857
2021-10-03,-9999,73.57142857142857
2021-10-04,-9999,73.14285714285714
2021-10-05,-9999,74.42857142857143
2021-10-06,-9999,70.57142857142857
2021-10-07,-9999,74.14285714285714
2021-10-08,-9999,77.85714285714286
2021-10-09,-9999,77.14285714285714
2021-10-10,-9999,81.57142857142857
2021-10-11,-9999,84.28571428571429
2021-10-12,-9999,92.0
2021-10-13,-9999,94.57142857142857
2021-10-14,-9999,93.42857142857143
2021-10-15,-9999,103.57142857142857
2021-10-16,-9999,115.85714285714286
2021-10-17,-9999,120.14285714285714
2021-10-18,-9999,128.71428571428572
2021-10-19,-9999,129.57142857142858
2021-10-20,-9999,136.57142857142858
2021-10-21,-9999,134.28571428571428
2021-10-22,-9999,134.57142857142858
2021-10-23,-9999,129.28571428571428
2021-10-24,-9999,130.57142857142858
2021-10-25,-9999,124.14285714285714
